orden,total,fecha pago,status
BP_SMMEQ,2219476.5,2023-02-05,Completo
BP_I4QPR,5315662.0,2023-02-18,Completo
BP_UX7NP,1636612.0,2023-07-18,Completo
BP_IQN6M,4990438.54,2023-06-05,Completo
BP_GZDG6,8536868.26,2023-06-08,Proceso
BP_I77XM,1060895.5,2023-09-30,Cancelado
BP_3R0T1,4452140.93,2023-09-15,Completo
BP_PDEPL,1217056.62,2023-03-09,Completo
BP_RT94Q,968084.5,2023-01-13,Completo
BP_0TWJA,519486.5,2023-10-05,Completo
BP_93WKZ,3162249.5,2023-10-08,Completo
BP_1O12X,1505351.33,2023-06-23,Completo
BP_7ZJTL,1778901.28,2023-09-01,Proceso
BP_ECJUI,2818743.44,2023-04-13,Proceso
BP_W4GI4,1869022.5,2023-08-17,Completo
BP_C9T86,1895380.0,2023-09-14,Completo
BP_K4BUW,4786204.48,2023-10-10,Completo
BP_CP7C1,683145.5,2023-05-28,Completo
BP_1SQIW,6650335.75,2023-09-21,Completo
BP_LCBBM,6893150.08,2023-06-04,Proceso
BP_Q6A6N,3760172.06,2023-03-21,Completo
BP_DFBFB,2327645.0,2023-01-01,Proceso
BP_IA2BL,1106217.5,2023-01-19,Completo
BP_1WLTP,1585869.99,2023-03-15,Proceso
BP_PLZLN,3290507.0,2023-05-26,Completo
BP_MCUJG,1016944.61,2023-08-07,Cancelado
BP_J3Z0N,1511465.3,2023-10-20,Completo
BP_9C3I7,931852.75,2023-02-09,Cancelado
BP_9LMH2,1124412.5,2023-08-19,Completo
BP_PMLE6,6422336.5,2023-04-15,Completo
BP_P8HMZ,2773756.85,2023-01-13,Proceso
BP_7054P,933764.27,2023-09-25,Proceso
BP_Y2JG9,1233709.72,2023-10-23,Completo
BP_G0ZEX,722177.25,2023-07-13,Completo
BP_OA56P,788972.5,2023-02-09,Completo
BP_ML94L,666673.84,2023-04-21,Completo
BP_2CAPR,3157555.5,2023-08-01,Proceso
BP_N07H5,6950871.17,2023-03-27,Proceso
BP_1UNLO,1065730.31,2023-06-16,Completo
BP_JL4TX,2007538.68,2023-04-01,Completo
BP_M9MK9,7671996.73,2023-01-07,Completo
BP_50KEX,2908713.94,2023-03-12,Completo
BP_GLPSO,10983177.0,2023-04-18,Completo
BP_8UO2F,4783766.0,2023-10-09,Completo
BP_6V1IR,2066773.9,2023-07-08,Cancelado
BP_DQDO8,2171696.03,2023-03-21,Completo
BP_GU7JR,7568922.0,2023-08-14,Proceso
BP_MWXWE,1516893.48,2023-07-18,Proceso
BP_SD2Q7,1532566.51,2023-02-24,Completo
BP_91S6G,927065.13,2023-08-13,Completo
BP_Y3NK3,3348707.17,2023-07-27,Completo
BP_4OZX6,9323495.38,2023-07-03,Completo
BP_VBNEM,2086495.5,2023-07-18,Completo
BP_G6J9P,553594.5,2023-09-01,Completo
BP_P71W1,2393732.5,2023-06-17,Completo
BP_3XZ9O,2546142.71,2023-07-25,Proceso
BP_VVM3I,9801612.0,2023-08-20,Completo
BP_UKRNF,492145.0,2023-09-26,Completo
BP_79IEQ,839108.99,2023-07-13,Completo
BP_FSWEA,788064.88,2023-02-10,Completo
BP_AZH4Z,1366100.47,2023-07-23,Cancelado
BP_RIW9P,5250942.0,2023-05-07,Completo
BP_4UAP7,1132163.25,2023-04-20,Completo
BP_0ZMPE,2436557.15,2023-01-01,Completo
BP_4B2A5,1789449.88,2023-10-08,Completo
BP_QQLT9,1326565.52,2023-07-11,Proceso
BP_5HU6M,4920044.7,2023-02-22,Proceso
BP_ZKZ4H,1935171.37,2023-02-21,Proceso
BP_8HVO5,960929.74,2023-05-20,Completo
BP_1OGXE,988051.85,2023-03-19,Completo
BP_7IL3I,2706609.14,2023-02-24,Completo
BP_NXHEI,1248929.56,2023-09-15,Completo
BP_3K44A,2992907.73,2023-04-24,Completo
BP_XPMUZ,4004731.5,2023-05-02,Completo
BP_2906S,2612359.41,2023-04-19,Completo
BP_SWJQ0,815714.1,2023-04-09,Proceso
BP_9LM6T,1552039.5,2023-09-25,Completo
BP_FQNPF,870664.0,2023-10-24,Proceso
BP_13P1P,4465092.89,2023-10-17,Cancelado
BP_UY13Z,594519.46,2023-03-15,Completo
BP_NI142,1480539.0,2023-09-09,Proceso
BP_GJZM8,348014.5,2023-03-22,Completo
BP_TSKWY,5950266.42,2023-05-29,Completo
BP_LV58U,572969.0,2023-04-22,Completo
BP_APNW1,1511619.6,2023-02-09,Proceso
BP_1JL7Q,1534864.25,2023-04-07,Completo
BP_TOGG2,3709357.1,2023-04-09,Completo
BP_FOZYZ,1284727.54,2023-02-02,Completo
BP_ZU8BN,1046275.32,2023-10-21,Completo
BP_IQJXE,2262016.93,2023-07-05,Proceso
BP_I4ZB8,2525367.42,2023-04-14,Completo
BP_H3NU2,2715532.0,2023-02-12,Completo
BP_ZUAA4,2327146.2,2023-02-12,Completo
BP_CVPEJ,2239216.5,2023-06-28,Completo
BP_LWF63,10068725.48,2023-03-17,Completo
BP_SJYLM,938013.87,2023-10-06,Completo
BP_5VARM,2922832.98,2023-06-09,Completo
BP_Q3468,1686433.88,2023-09-21,Completo
BP_0BMPI,2442249.7,2023-02-10,Completo
BP_Y3755,11070804.58,2023-08-04,Completo
BP_9N38C,2206034.76,2023-01-01,Completo
BP_FGVXC,421579.15,2023-07-06,Completo
BP_8NVJ7,3972763.41,2023-06-05,Completo
BP_2K2CR,1356665.48,2023-02-01,Completo
BP_8UR0F,1641929.05,2023-07-23,Completo
BP_FI7RJ,1562180.0,2023-08-14,Proceso
BP_SLHFI,1238396.47,2023-08-19,Cancelado
BP_E6W9T,8515976.43,2023-03-04,Proceso
BP_QCVXP,7732962.68,2023-10-14,Completo
BP_YA1U7,5391679.86,2023-08-06,Completo
BP_45NE5,1270560.94,2023-10-29,Completo
BP_4OR1W,4083573.87,2023-05-22,Completo
BP_FFYDK,1454215.75,2023-04-25,Completo
BP_9BD8G,1772972.6,2023-10-26,Completo
BP_IEM4T,1002656.14,2023-01-25,Cancelado
BP_00QML,9671662.13,2023-05-22,Completo
BP_E98OF,913878.74,2023-05-01,Completo
BP_D6SRQ,2782400.85,2023-08-25,Completo
BP_G938P,8495731.0,2023-06-24,Completo
BP_6AKK7,891893.13,2023-01-14,Cancelado
BP_236YZ,588577.0,2023-06-17,Completo
BP_4JXZQ,2894701.97,2023-08-13,Completo
BP_14A5I,6785639.5,2023-06-07,Completo
BP_SEXVW,10850696.17,2023-05-08,Completo
BP_MOR61,2330812.33,2023-07-08,Proceso
BP_QO87J,586638.6,2023-02-23,Completo
BP_715DN,9676904.0,2023-04-03,Completo
BP_XZJVX,667503.04,2023-04-23,Completo
BP_BSUNP,1076265.89,2023-06-23,Proceso
BP_4CLNZ,438070.0,2023-10-29,Proceso
BP_6O9XX,1541549.5,2023-10-24,Cancelado
BP_2O7R3,7672063.0,2023-07-20,Completo
BP_IOOY3,2475361.7,2023-08-01,Completo
BP_6I2S6,6833835.68,2023-09-02,Proceso
BP_1RUM7,1624508.5,2023-09-27,Completo
BP_0TIES,1403943.0,2023-08-17,Proceso
BP_PQCSX,1262460.5,2023-03-26,Completo
BP_8AB7R,11506455.3,2023-08-16,Completo
BP_7FTFA,913761.54,2023-06-29,Completo
BP_WVM5J,5066658.0,2023-05-31,Completo
BP_V3QPE,2055551.5,2023-03-15,Completo
BP_1TDPH,1347798.5,2023-02-16,Proceso
BP_8ETPG,1380637.48,2023-01-16,Completo
BP_6UN6T,1677214.12,2023-02-15,Completo
BP_YED2G,821674.94,2023-10-07,Completo
BP_5UMUJ,1989122.0,2023-08-10,Completo
BP_MBNKD,567345.02,2023-01-19,Completo
BP_5LDIH,5776262.76,2023-09-15,Completo
BP_ZVI16,2562181.0,2023-06-13,Proceso
BP_0UG30,2249909.52,2023-02-22,Cancelado
BP_4M3WA,699928.25,2023-05-14,Completo
BP_RJPUG,1079727.15,2023-02-26,Proceso
BP_CQ586,1429454.26,2023-03-29,Cancelado
BP_VZ6AD,1076014.5,2023-08-03,Completo
BP_HB7U9,1591011.87,2023-07-21,Proceso
BP_VIOT3,505340.19,2023-09-02,Completo
BP_8Y6F0,1047573.5,2023-04-13,Completo
BP_PF54L,6182360.08,2023-04-01,Completo
BP_YJGDO,968645.0,2023-05-24,Proceso
BP_KMFL2,1322030.0,2023-07-22,Completo
BP_PTPYX,4140560.01,2023-04-27,Completo
BP_JOQKJ,2529151.0,2023-08-10,Proceso
BP_CAB85,897095.2,2023-01-28,Completo
BP_UN6WP,1452434.75,2023-02-02,Proceso
BP_HN7Z0,1405602.5,2023-08-21,Completo
BP_FS9TF,1287643.14,2023-07-25,Proceso
BP_EIULC,865832.12,2023-01-13,Proceso
BP_Z7KYO,7536977.8,2023-03-19,Completo
BP_28UR8,2290394.93,2023-04-11,Completo
BP_OAZXW,1009076.68,2023-06-09,Cancelado
BP_0A7XZ,11448807.5,2023-07-13,Completo
BP_Q9O9B,7661669.18,2023-05-28,Cancelado
BP_GTDAW,522873.5,2023-09-29,Completo
BP_5IS2V,4638739.95,2023-09-10,Completo
BP_LXR14,1376381.27,2023-10-01,Completo
BP_GZ8PU,1178540.5,2023-02-17,Completo
BP_HF3IX,1112884.38,2023-09-03,Completo
BP_MK5YX,6178692.0,2023-10-20,Cancelado
BP_2G0SK,8284280.09,2023-07-04,Proceso
BP_LQA8P,2041159.76,2023-02-17,Completo
BP_ROU48,6875861.87,2023-07-21,Completo
BP_GOHRA,540153.66,2023-03-28,Completo
BP_FOBPJ,2458052.8,2023-09-28,Completo
BP_O2G80,1923778.37,2023-10-22,Completo
BP_BTPHZ,2846285.06,2023-07-31,Proceso
BP_1OF6J,2578328.0,2023-07-28,Completo
BP_E366L,3376436.5,2023-08-31,Completo
BP_M4KEB,9403701.23,2023-08-16,Cancelado
BP_1HQUY,2313585.66,2023-04-21,Completo
BP_RXGOI,1524778.25,2023-04-10,Completo
BP_9WAA0,1859100.0,2023-03-10,Completo
BP_TCOEY,1356900.8,2023-06-28,Proceso
BP_EZEHW,741278.59,2023-03-07,Completo
BP_K6HRD,2653154.0,2023-04-06,Proceso
BP_P5EX7,1062324.0,2023-10-28,Completo
BP_T10XH,3700633.75,2023-04-28,Proceso
BP_60K0U,617079.68,2023-08-21,Completo
BP_T40KW,978726.58,2023-08-24,Completo
BP_VXVX4,1733967.75,2023-06-26,Proceso
BP_QCVZY,8063494.0,2023-03-27,Completo
BP_Q4U1W,10072935.0,2023-04-04,Proceso
BP_DFA9Z,3224942.78,2023-01-22,Completo
BP_0G2ZG,946197.5,2023-10-17,Completo
BP_VUV7A,1463528.5,2023-01-30,Completo
BP_00M6G,2145602.25,2023-01-13,Completo
BP_AKX8I,749496.5,2023-01-20,Completo
BP_GHRWI,2135075.82,2023-06-01,Completo
BP_BUS49,726548.15,2023-02-03,Completo
BP_PFKKP,8375286.48,2023-04-23,Completo
BP_PE4W9,1244190.5,2023-05-26,Cancelado
BP_HI8EX,802611.0,2023-09-27,Completo
BP_1LEO3,808168.11,2023-10-10,Completo
BP_LRL3P,460237.0,2023-03-31,Completo
BP_RIMFR,3188833.19,2023-10-30,Completo
BP_CBYH4,1455639.28,2023-06-07,Completo
BP_7AI64,569560.88,2023-10-28,Completo
BP_0IZMA,9362744.5,2023-07-15,Completo
BP_DJ29U,824890.5,2023-01-21,Completo
BP_MBDD6,2017928.0,2023-03-27,Completo
BP_66KLN,874026.23,2023-02-20,Cancelado
BP_QLLTC,493533.41,2023-02-10,Cancelado
BP_F7B7D,1016029.0,2023-08-21,Proceso
BP_YH2VR,2417148.5,2023-08-28,Completo
BP_HQL7P,1322594.28,2023-02-24,Completo
BP_FONRA,2134785.75,2023-08-21,Completo
BP_W0QAA,2772396.38,2023-09-06,Cancelado
BP_DIBRW,3253673.32,2023-04-05,Completo
BP_VV8FM,1820486.37,2023-04-13,Cancelado
BP_QAULO,2198980.76,2023-07-05,Completo
BP_WMIT7,11290828.5,2023-04-24,Completo
BP_6AF62,1402276.75,2023-09-25,Completo
BP_M9XOA,7761531.5,2023-03-30,Proceso
BP_VM7B9,536189.24,2023-01-03,Completo
BP_ZBSHY,689989.7,2023-05-13,Completo
BP_70E2Z,858383.07,2023-02-20,Completo
BP_0NKZ6,2307473.81,2023-10-18,Completo
BP_AMG9U,1271882.05,2023-10-27,Proceso
BP_WSR5X,2129234.0,2023-08-09,Completo
BP_BUPFU,1219102.0,2023-07-19,Completo
BP_KIHW9,3267091.18,2023-10-23,Completo
BP_UF4RD,740513.25,2023-01-09,Completo
BP_Z57OP,2319730.48,2023-04-27,Completo
BP_4YUGK,1117900.15,2023-03-20,Cancelado
BP_9N5NT,2379546.72,2023-06-08,Completo
BP_LHWM9,1478777.57,2023-03-04,Completo
BP_OG4WK,1147143.54,2023-08-08,Completo
BP_5Y15W,1740594.0,2023-03-05,Cancelado
BP_66X7H,5930408.95,2023-05-22,Completo
BP_57B20,2462529.5,2023-03-02,Completo
BP_L1T0S,1578028.5,2023-07-14,Proceso
BP_RGB4U,1265471.88,2023-09-08,Completo
BP_3H20U,3955370.66,2023-08-09,Proceso
BP_PT6YQ,2307659.5,2023-06-25,Completo
BP_IRCIQ,450264.6,2023-03-22,Cancelado
BP_U3S7K,2915533.04,2023-02-17,Completo
BP_PPD03,1068531.22,2023-04-15,Proceso
BP_VYT9J,593803.0,2023-02-17,Completo
BP_5R9E1,2183062.33,2023-02-16,Proceso
BP_40FJI,1051142.3,2023-03-16,Proceso
BP_M1494,472673.2,2023-05-12,Completo
BP_GGQMP,9993848.0,2023-01-11,Cancelado
BP_NPHZM,1978421.0,2023-09-21,Proceso
BP_JI4KD,629972.07,2023-05-30,Completo
BP_TMTDF,3219364.75,2023-10-19,Proceso
BP_4PA96,599626.5,2023-06-23,Completo
BP_4NN7P,3501820.47,2023-01-29,Completo
BP_Y7QI2,10495005.28,2023-01-09,Proceso
BP_BY0A0,6329957.0,2023-10-06,Proceso
BP_GG9SI,680933.03,2023-05-30,Completo
BP_Z0SLH,733760.4,2023-03-29,Completo
BP_BA07C,4270201.5,2023-10-26,Completo
BP_ZJYPP,983238.92,2023-02-07,Completo
BP_VFB09,2685933.03,2023-08-02,Cancelado
BP_8BDZZ,1304992.79,2023-01-04,Completo
BP_C4UO4,9725614.5,2023-08-20,Completo
BP_C9BIB,1144957.0,2023-05-13,Proceso
BP_HH5TY,838769.46,2023-06-03,Proceso
BP_441BK,838501.0,2023-02-15,Completo
BP_ZOBE9,606168.5,2023-04-10,Completo
BP_CAJ7M,4751440.0,2023-07-18,Completo
BP_XQ965,1207100.97,2023-05-30,Completo
BP_1C88J,2543134.73,2023-07-20,Completo
BP_73EQS,639730.32,2023-08-13,Cancelado
BP_X6W6E,1625537.5,2023-03-18,Completo
BP_Z0PGC,853244.82,2023-02-04,Completo
BP_57SU9,1625240.44,2023-07-13,Proceso
BP_Y94J5,1298538.96,2023-04-06,Proceso
BP_II827,3202543.5,2023-05-15,Completo
BP_9EGZF,12814257.42,2023-02-12,Completo
BP_RCYOT,802226.26,2023-02-06,Completo
BP_FQMK6,8667804.7,2023-01-29,Completo
BP_F0AIY,3006496.18,2023-08-19,Completo
BP_P8W0C,560472.21,2023-09-07,Completo
BP_INE0I,1192160.54,2023-05-16,Cancelado
BP_263CZ,1031483.96,2023-10-02,Completo
BP_TSL2K,1088983.46,2023-02-20,Completo
BP_F8A0T,1766467.64,2023-04-11,Completo
BP_JHAHC,1441766.72,2023-04-11,Completo
BP_5BMM0,8185982.0,2023-08-10,Completo
BP_XWKN8,906937.73,2023-01-02,Completo
BP_8M4TJ,3392088.35,2023-02-04,Completo
BP_EESL7,6389426.93,2023-02-19,Proceso
BP_HOT4D,1793540.86,2023-05-10,Proceso
BP_6DT9M,1856344.5,2023-08-07,Cancelado
BP_I5SZV,2783629.0,2023-01-23,Proceso
BP_VM9US,877667.87,2023-01-24,Completo
BP_5YQNK,1327488.5,2023-08-15,Completo
BP_YIUIW,2588733.8,2023-03-15,Proceso
BP_HZFDU,4828582.62,2023-10-11,Completo
BP_OA0VU,1637376.62,2023-04-24,Cancelado
BP_4QWCC,627754.0,2023-10-09,Cancelado
BP_NW4I5,1570505.5,2023-05-09,Cancelado
BP_YX554,1215532.0,2023-10-05,Proceso
BP_IC4PP,8240478.42,2023-01-13,Completo
BP_DQR6C,2587948.0,2023-04-05,Completo
BP_LGRUF,9785839.91,2023-04-29,Completo
BP_L6L2C,1764901.84,2023-02-11,Proceso
BP_B2Y0Z,6324617.0,2023-06-21,Completo
BP_ASLBI,1201946.5,2023-09-14,Cancelado
BP_JASJQ,4089530.0,2023-07-27,Completo
BP_EAAHA,1415653.86,2023-09-16,Proceso
BP_TPBY5,1459703.18,2023-06-22,Proceso
BP_AEPMF,7403062.0,2023-06-17,Cancelado
BP_TFJ4P,1101938.75,2023-05-13,Completo
BP_W2E8L,9754606.56,2023-01-06,Completo
BP_MR1QA,5563373.14,2023-04-22,Proceso
BP_YQ8KO,6634175.5,2023-05-27,Cancelado
BP_91NUY,10924372.05,2023-10-02,Cancelado
BP_E3T1E,1009658.31,2023-05-25,Completo
BP_4WW1R,3632398.0,2023-07-12,Completo
BP_E5LNS,11932819.18,2023-05-21,Completo
BP_HZ01V,1079786.25,2023-01-06,Proceso
BP_3U37F,816493.5,2023-02-11,Cancelado
BP_IWQ0N,1758405.5,2023-06-01,Completo
BP_ZKL95,1324242.29,2023-07-15,Completo
BP_JSC87,2064068.6,2023-06-05,Cancelado
BP_WWT4J,1124356.86,2023-02-03,Completo
BP_W7BPQ,3041944.44,2023-07-21,Proceso
BP_1HCI0,864975.5,2023-10-01,Proceso
BP_SUL0I,1714813.77,2023-05-26,Proceso
BP_NZ04B,5379857.12,2023-10-04,Completo
BP_L3IDR,534847.0,2023-05-28,Completo
BP_7UI3B,1581757.5,2023-10-29,Proceso
BP_VDUGU,1461264.5,2023-07-04,Completo
BP_ZQM8B,803626.34,2023-03-13,Completo
BP_OKQYI,2180058.75,2023-01-26,Completo
BP_4BBC5,3903425.0,2023-05-04,Proceso
BP_CY6NQ,1335407.02,2023-10-22,Completo
BP_LWL9M,8180226.21,2023-07-19,Completo
BP_3KW6H,636025.77,2023-02-17,Completo
BP_FOGAT,2535437.48,2023-07-14,Cancelado
BP_ISULZ,1279692.7,2023-08-23,Completo
BP_9JBVK,7640013.45,2023-05-04,Completo
BP_GC6NT,2139017.55,2023-09-25,Completo
BP_4KGUJ,1247057.65,2023-02-10,Completo
BP_63ZPH,1435188.5,2023-07-25,Cancelado
BP_0K0TF,8001408.0,2023-01-07,Completo
BP_P5KGJ,10818230.0,2023-06-19,Completo
BP_KLW6S,8991768.28,2023-07-27,Proceso
BP_7634S,1799161.08,2023-01-23,Completo
BP_5YZON,1301166.25,2023-02-03,Completo
BP_W5DSC,1877358.56,2023-09-04,Completo
BP_5D6BA,3244676.54,2023-03-06,Completo
BP_8HE7Z,1462412.5,2023-07-16,Proceso
BP_X0A72,4432848.25,2023-08-16,Completo
BP_916OT,2468709.9,2023-02-20,Cancelado
BP_JVRHS,970448.04,2023-07-07,Completo
BP_5T1MW,1286291.52,2023-03-12,Completo
BP_YTZJ1,8225476.45,2023-09-19,Completo
BP_CGRY3,1290935.72,2023-03-01,Completo
BP_4ARG3,723693.95,2023-06-27,Proceso
BP_BT84G,3135419.8,2023-10-03,Completo
BP_5XP7U,3815790.19,2023-09-10,Cancelado
BP_BC191,645689.5,2023-08-17,Proceso
BP_LY8Y7,1555079.1,2023-02-18,Completo
BP_5W0AV,8033326.61,2023-03-14,Completo
BP_7F9W7,838629.16,2023-06-15,Completo
BP_XYI2L,719177.96,2023-09-17,Completo
BP_QL9XZ,3273190.0,2023-05-30,Cancelado
BP_5T6TC,2696004.75,2023-06-12,Completo
BP_5TJ2C,4770401.84,2023-09-02,Cancelado
BP_4CAFT,2250245.0,2023-02-27,Completo
BP_3Y6W8,11416917.39,2023-08-11,Cancelado
BP_AXB7Q,1784796.5,2023-04-24,Proceso
BP_VLL5B,1196780.0,2023-02-21,Cancelado
BP_U93GK,1105092.18,2023-02-10,Completo
BP_07A7H,1061011.75,2023-09-11,Completo
BP_32XZ5,1353153.5,2023-04-28,Completo
BP_T5FN8,860210.5,2023-01-02,Cancelado
BP_ENIYC,2156099.5,2023-04-27,Cancelado
BP_NV1HE,901197.0,2023-08-14,Completo
BP_W7EZX,2027716.0,2023-08-14,Completo
BP_IACGC,397360.0,2023-10-17,Completo
BP_7T73V,2201998.5,2023-07-13,Completo
BP_D13FW,9631509.95,2023-01-13,Completo
BP_SQEFY,4784739.22,2023-01-26,Completo
BP_NMRJ8,9777880.76,2023-06-07,Cancelado
BP_WBK7Q,838194.44,2023-08-08,Completo
BP_I9OAS,2210000.0,2023-09-04,Completo
BP_2W3MZ,2841725.25,2023-04-05,Proceso
BP_9T8YP,1195082.9,2023-05-19,Completo
BP_QE3W8,991907.97,2023-10-15,Completo
BP_AYC0T,510385.42,2023-05-24,Completo
BP_HD9DN,2161987.5,2023-03-02,Proceso
BP_VE5KE,1289064.87,2023-04-07,Completo
BP_J4JIZ,1850166.5,2023-02-02,Cancelado
BP_21E29,10542406.5,2023-06-29,Completo
BP_FNTP7,1877416.5,2023-07-20,Proceso
BP_OMF70,2529069.73,2023-07-28,Completo
BP_UU4NH,833361.84,2023-10-10,Completo
BP_S5EJJ,1238853.78,2023-08-05,Completo
BP_5MQB0,494727.02,2023-07-21,Completo
BP_IPUG3,6072807.79,2023-06-10,Completo
BP_RX5QF,1517829.07,2023-05-08,Completo
BP_NM6YF,6107216.0,2023-05-07,Proceso
BP_DEKQC,3831409.17,2023-10-14,Proceso
BP_EOJS2,2618694.0,2023-01-11,Completo
BP_X2IAU,2336970.0,2023-04-09,Completo
BP_QZE91,1845726.58,2023-05-14,Proceso
BP_HB7C3,2977964.5,2023-04-20,Proceso
BP_SENGM,2672137.66,2023-07-24,Completo
BP_WXUCQ,1381923.42,2023-06-28,Completo
BP_BEF35,4128484.0,2023-06-26,Completo
BP_DUWNY,4963214.0,2023-03-29,Completo
BP_VPPTU,3099736.96,2023-01-16,Completo
BP_HHDTB,1206798.4,2023-01-01,Cancelado
BP_A9ZM8,3561303.94,2023-09-12,Proceso
BP_QHFLY,11845717.5,2023-08-13,Cancelado
BP_L0O61,517399.84,2023-01-15,Completo
BP_4BV8G,2931921.62,2023-06-26,Proceso
BP_72NGK,1393984.52,2023-04-21,Proceso
BP_120TZ,1158023.96,2023-04-08,Completo
BP_L5WRA,7710322.66,2023-05-05,Completo
BP_MWPRW,855372.5,2023-06-23,Completo
BP_KE6RC,4544856.0,2023-04-24,Proceso
BP_Z7P7S,1226032.15,2023-01-20,Completo
BP_LYSDA,735120.5,2023-05-30,Proceso
BP_SHXE2,955073.96,2023-10-18,Proceso
BP_INZ17,1682146.5,2023-09-27,Completo
BP_SREVC,978510.37,2023-10-18,Proceso
BP_PGN51,9844208.5,2023-09-23,Completo
BP_K9G14,1943441.0,2023-05-05,Proceso
BP_DUMHV,1673630.0,2023-09-12,Completo
BP_AY4C5,10949886.5,2023-06-07,Completo
BP_7MEUM,737193.89,2023-01-09,Completo
BP_P5A25,891988.16,2023-05-30,Cancelado
BP_ZBF46,1563734.48,2023-06-17,Completo
BP_FGTA2,9188609.0,2023-01-23,Completo
BP_IYSTJ,1824706.84,2023-02-15,Completo
BP_ACSD6,988024.73,2023-10-18,Completo
BP_0N5LA,3056593.77,2023-04-30,Proceso
BP_LESNQ,2734885.42,2023-05-02,Completo
BP_CRAN0,1959877.58,2023-01-22,Completo
BP_SAZ8V,1820333.34,2023-05-31,Proceso
BP_J6MIK,8491918.55,2023-01-21,Proceso
BP_ULELG,10339387.72,2023-05-09,Completo
BP_4HBWK,9059547.6,2023-06-30,Completo
BP_CUG8K,10619843.0,2023-05-12,Completo
BP_028GN,4405325.5,2023-01-06,Cancelado
BP_3ZP2K,910403.16,2023-09-15,Cancelado
BP_0H7SP,1799493.76,2023-10-14,Completo
BP_E3RO5,585407.5,2023-05-05,Completo
BP_P4RG3,6227901.75,2023-01-01,Proceso
BP_WD773,804570.5,2023-05-15,Completo
BP_XHZ9C,5932243.0,2023-06-02,Completo
BP_AKHE5,6522764.5,2023-01-20,Completo
BP_E78YN,7347643.34,2023-09-17,Completo
BP_EEXIM,6635131.5,2023-01-12,Completo
BP_VU4EI,10682027.17,2023-07-01,Completo
BP_HBZ6J,1145383.25,2023-07-09,Completo
BP_R1RR6,1367119.66,2023-08-13,Cancelado
BP_AEU9S,1265956.0,2023-10-07,Completo
BP_TAEID,3234271.0,2023-10-09,Completo
BP_W1E8A,1689640.46,2023-09-05,Completo
BP_SPUWL,1969328.49,2023-01-24,Completo
BP_O9C2T,1349478.5,2023-05-27,Completo
BP_TOERN,657794.16,2023-06-04,Completo
BP_68M3M,6913250.0,2023-05-10,Proceso
BP_L0BJX,1606744.5,2023-09-12,Completo
BP_F20FG,3611517.5,2023-05-04,Completo
BP_8BX75,1802755.89,2023-01-19,Completo
BP_WCOF7,1871318.96,2023-07-14,Completo
BP_4JWG6,2002936.93,2023-05-19,Completo
BP_4B1WU,1901513.18,2023-01-17,Completo
BP_SI1U0,2340479.69,2023-10-27,Proceso
BP_GFVIG,2385178.38,2023-07-16,Proceso
BP_PKNIE,7264604.75,2023-02-22,Completo
BP_A3I2I,4903488.78,2023-02-06,Completo
BP_F6OH3,2713155.24,2023-01-31,Completo
BP_MO48Q,2199990.98,2023-02-11,Completo
BP_44WRQ,1250083.48,2023-09-10,Completo
BP_VPY4T,1577491.35,2023-04-11,Completo
BP_PUPSY,1290914.58,2023-02-21,Completo
BP_BVM5S,1588105.14,2023-01-23,Completo
BP_4CMPP,864082.5,2023-01-18,Completo
BP_L95TR,573432.79,2023-09-24,Completo
BP_WXS5X,2392827.5,2023-01-02,Completo
BP_6HH82,1241851.46,2023-07-09,Completo
BP_WPC4T,1040908.5,2023-05-01,Proceso
BP_HTPXQ,1185476.75,2023-03-15,Completo
BP_7K447,1229047.5,2023-07-17,Cancelado
BP_POR5Q,5754842.62,2023-03-24,Completo
BP_3C2E8,3130223.5,2023-02-18,Completo
BP_QMP0X,6298309.75,2023-06-17,Completo
BP_GTFLL,5210556.32,2023-09-22,Completo
BP_LCYQK,1228587.25,2023-09-17,Completo
BP_6SPCB,1436153.56,2023-05-04,Completo
BP_66S3E,6932994.45,2023-01-03,Completo
BP_9VG7X,1640709.09,2023-04-06,Proceso
BP_RGTML,1147771.76,2023-04-21,Cancelado
BP_AA4LX,8738837.5,2023-01-28,Completo
BP_TXDC5,2973549.74,2023-10-19,Completo
BP_1QI65,1560348.52,2023-01-11,Completo
BP_1QRDB,9935385.86,2023-05-09,Proceso
BP_47IWT,1343277.98,2023-06-02,Proceso
BP_IYNYA,1964123.53,2023-03-06,Completo
BP_H6943,2275699.73,2023-02-03,Proceso
BP_RV39O,1231608.06,2023-03-17,Completo
BP_8B711,1399345.84,2023-06-02,Completo
BP_TR2JV,1334354.34,2023-08-02,Proceso
BP_X0DM3,760966.79,2023-09-29,Completo
BP_LGT7J,1263359.5,2023-08-29,Completo
BP_MW3KB,5076436.43,2023-04-08,Proceso
BP_FS40H,4159292.61,2023-02-06,Completo
BP_U6EMR,2328980.5,2023-01-20,Completo
BP_Z74D2,1016347.35,2023-10-24,Completo
BP_3QYOO,587712.04,2023-08-10,Completo
BP_ZFQ8W,1818098.83,2023-02-07,Completo
BP_R41V4,585605.7,2023-05-14,Proceso
BP_F83JE,1986930.2,2023-10-01,Completo
BP_V3KRN,10847734.08,2023-04-03,Proceso
BP_WDY5V,8636212.59,2023-04-20,Completo
BP_REF3H,2205762.75,2023-02-09,Completo
BP_3VSB3,992161.16,2023-04-18,Completo
BP_O42FY,1194607.34,2023-07-05,Cancelado
